xi,H,eta,rho
0.111677,0.469133,2.78435,-0.753757
0.0927854,0.175617,1.35586,-0.389618
0.0480983,0.266274,1.48227,-0.426825
0.0137041,0.0558516,2.85974,-0.73195
0.0510945,0.363942,2.18314,-0.856152
0.0273948,0.125746,1.93118,-0.270334
0.125811,0.378631,3.90345,-0.105614
0.0696556,0.162875,0.888963,-0.842391
0.0239784,0.0547627,3.75867,-0.388002
0.136872,0.209621,3.18082,-0.473147
0.0915096,0.328726,3.81848,-0.701947
0.0340608,0.0901124,1.08811,-0.416125
0.0600767,0.268388,3.11072,-0.932744
0.03867,0.167286,2.79937,-0.881641
0.0708653,0.366732,2.67386,-0.603484
0.141828,0.482769,2.5763,-0.364547
0.0938024,0.164415,2.11138,-0.319742
0.0793425,0.165782,2.39641,-0.527555
0.153598,0.25806,3.36931,-0.16277
0.154463,0.0615894,0.507582,-0.271069
0.0198578,0.0907936,3.48208,-0.528805
0.11415,0.279081,1.67507,-0.864798
0.0712716,0.162618,3.62939,-0.495689
0.0642361,0.0329551,1.13046,-0.156058
0.0434548,0.207859,1.60407,-0.383448
0.034485,0.086582,0.906074,-0.536009
0.111798,0.468061,0.555813,-0.338979
0.107077,0.117631,0.551188,-0.381943
0.042441,0.114605,1.9845,-0.159306
0.109287,0.498277,2.01026,-0.61323
0.146735,0.0510542,0.417457,-0.802618
0.0607262,0.0815126,1.53113,-0.235857
0.105738,0.041194,0.400235,-0.520353
0.129251,0.444698,3.77901,-0.53583
0.0265883,0.0535854,1.58799,-0.735773
0.119274,0.380386,2.68886,-0.115519
0.058619,0.321052,1.11074,-0.624715
0.119476,0.191181,2.11046,-0.192219
0.057342,0.202647,2.04726,-0.807967
0.0683685,0.338883,2.91055,-0.624235
0.048419,0.191477,1.01217,-0.692238
0.0372913,0.121387,3.979,-0.557408
0.0385211,0.177037,3.20134,-0.679678
0.0750248,0.432569,3.90225,-0.936726
0.0589053,0.305105,2.9491,-0.7196
0.0720059,0.490962,2.60539,-0.769879
0.125975,0.151723,2.79201,-0.317619
0.1517,0.192642,2.57441,-0.761444
0.0597763,0.459318,3.12879,-0.444258
0.121866,0.340846,3.33039,-0.849363
0.14287,0.332764,3.7567,-0.584093
0.0326288,0.152271,3.87237,-0.637912
0.157899,0.493586,1.35664,-0.782271
0.0604602,0.26639,3.41103,-0.176714
0.120875,0.0707581,1.35516,-0.15157
0.0799323,0.128319,2.53213,-0.845555
0.0763626,0.0858075,0.892789,-0.839792
0.0712162,0.247196,2.38665,-0.787757
0.143454,0.212614,1.7474,-0.19968
0.01203,0.0618645,3.14379,-0.510746
0.0919713,0.453236,3.66327,-0.530945
0.0461928,0.234944,1.05586,-0.648817
0.104483,0.209356,2.50036,-0.832695
0.0965402,0.403967,3.58749,-0.87732
0.014788,0.283924,3.34587,-0.161327
0.0561571,0.390194,1.76462,-0.337056
0.101991,0.324833,3.31652,-0.937831
0.116336,0.0457993,3.49459,-0.259314
0.155225,0.12715,2.64569,-0.614285
0.0884872,0.427567,1.2905,-0.265961
0.117841,0.361167,3.65574,-0.54367
0.130305,0.263679,3.91934,-0.454453
0.12882,0.234949,2.34912,-0.179044
0.0668672,0.297544,2.03161,-0.919637
0.123577,0.297079,2.61197,-0.311141
0.0980919,0.261315,3.63629,-0.71899
0.10318,0.137417,2.3543,-0.365778
0.112941,0.46768,1.16175,-0.802302
0.013304,0.26033,3.4012,-0.217298
0.107851,0.179115,2.26258,-0.768269
0.128307,0.325849,3.03744,-0.796562
0.127171,0.240056,0.975335,-0.591289
0.131922,0.0836409,1.0365,-0.259852
0.0160816,0.227015,3.59892,-0.806909
0.0993522,0.480078,1.36064,-0.392535
0.0348083,0.398208,3.12743,-0.7622
0.0867086,0.293255,1.71549,-0.502619
0.0406659,0.117249,1.00238,-0.79386
0.0783065,0.420521,2.40525,-0.885549
0.0722148,0.26156,1.86336,-0.116744
0.128982,0.313693,3.66565,-0.913807
0.1381,0.486487,1.60938,-0.748886
0.0202627,0.19084,3.09805,-0.64173
0.0791377,0.383158,0.501927,-0.276447
0.027877,0.103652,2.24849,-0.324339
0.119893,0.360592,2.97888,-0.303505
0.0836186,0.337536,3.1135,-0.6487
0.126386,0.245342,0.769091,-0.3939
0.056576,0.352907,0.984118,-0.743036
0.15892,0.178483,2.56658,-0.150812
0.150536,0.187481,0.604771,-0.287313
0.0664516,0.182413,1.27019,-0.724183
0.0229009,0.137941,3.85439,-0.149374
0.147694,0.0756659,2.01072,-0.314577
0.129485,0.426377,2.82105,-0.205955
0.0913284,0.459534,2.02742,-0.784364
0.0906824,0.031519,2.28829,-0.195768
0.018417,0.164855,0.725524,-0.537834
0.0312638,0.240389,1.41241,-0.131649
0.103823,0.347515,3.23081,-0.616951
0.121576,0.128031,3.05809,-0.333838
0.0892465,0.169765,3.21532,-0.626991
0.0503223,0.474992,2.7163,-0.902412
0.118054,0.0581968,0.73145,-0.544478
0.0704466,0.171442,2.98584,-0.501975
0.0945252,0.433123,3.36232,-0.857993
0.0448724,0.196942,0.876433,-0.413921
0.0746806,0.157957,3.42446,-0.241536
0.0547764,0.284992,3.37764,-0.166021
0.0619853,0.297366,2.67646,-0.425895
0.0711301,0.197121,1.77697,-0.892092
0.0824106,0.0955529,1.64724,-0.757432
0.153294,0.132396,2.53881,-0.776723
0.0736417,0.361073,3.22201,-0.398855
0.0299719,0.135716,2.41174,-0.603893
0.157146,0.305619,0.624483,-0.447136
0.0551921,0.17764,3.27413,-0.435848
0.0453812,0.268531,3.38576,-0.434062
0.0356873,0.196171,1.83319,-0.613956
0.0897057,0.280519,1.00815,-0.401554
0.0752595,0.404632,1.62998,-0.891105
0.109259,0.265836,3.32542,-0.585298
0.135815,0.446527,3.46945,-0.638218
0.0553526,0.467522,2.65912,-0.880548
0.0828255,0.441447,0.705688,-0.949934
0.0286397,0.341014,3.11006,-0.624135
0.0360599,0.374031,1.63991,-0.132625
0.142675,0.349733,0.990588,-0.283985
0.146439,0.297887,3.97925,-0.824902
0.0669167,0.381519,2.02902,-0.508628
0.120173,0.2513,2.34275,-0.39905
0.0454064,0.354596,1.44345,-0.701915
0.0543365,0.300061,1.77197,-0.450651
0.0404802,0.407249,3.92139,-0.472836
0.104873,0.331922,2.91276,-0.700991
0.0305835,0.466806,3.62086,-0.488926
0.114617,0.0277587,3.80985,-0.713303
0.0713747,0.186011,1.97629,-0.344609
0.0375787,0.375191,2.87564,-0.826591
0.127489,0.0644172,0.759166,-0.786675
0.046113,0.446331,2.65004,-0.776099
0.156959,0.382698,1.31462,-0.827193
0.0509625,0.139979,2.82248,-0.61104
0.110089,0.474091,1.89738,-0.74299
0.0843897,0.254173,3.82304,-0.695001
0.0227787,0.0902392,2.51343,-0.680883
0.0388945,0.22007,2.73887,-0.150225
0.108641,0.154313,3.72729,-0.553032
0.133254,0.1629,1.79192,-0.295817
0.0157112,0.130721,1.11193,-0.255148
0.0701273,0.0987806,1.00877,-0.416675
0.115308,0.0759068,0.56411,-0.506803
0.103944,0.179846,1.08211,-0.123436
0.0595429,0.253661,0.882089,-0.743148
0.0859712,0.411029,3.08362,-0.425922
0.0732327,0.226381,2.99892,-0.274385
0.0924529,0.37383,1.61738,-0.530587
0.120936,0.208687,1.43607,-0.41775
0.0390488,0.460884,3.04236,-0.502103
0.0255581,0.0981901,3.37529,-0.565059
0.12033,0.337939,1.31726,-0.341832
0.102711,0.111639,2.68444,-0.396122
0.116292,0.251467,0.512952,-0.30255
0.103192,0.498212,1.25771,-0.200895
0.10751,0.140035,1.69528,-0.329482
0.126599,0.079292,2.02659,-0.433263
0.0362517,0.491746,3.50686,-0.603637
0.0924378,0.151598,0.445957,-0.384745
0.12692,0.0538263,2.37967,-0.843754
0.0548067,0.330709,0.951872,-0.492782
0.0325258,0.0602838,0.885387,-0.359112
0.134551,0.223694,0.904664,-0.371872
0.118844,0.150739,3.3675,-0.138022
0.0539397,0.0483194,0.581691,-0.691107
0.018258,0.210987,2.54613,-0.784191
0.0293322,0.119166,3.95206,-0.918486
0.0593359,0.396938,3.28165,-0.106019
0.11219,0.0752084,0.545064,-0.892715
0.130008,0.212256,1.07082,-0.359883
0.119503,0.212149,2.10151,-0.781845
0.0405486,0.20287,3.19346,-0.438726
0.141791,0.381225,1.42326,-0.602594
0.0374002,0.0374714,1.11479,-0.900392
0.052033,0.256901,1.34764,-0.340651
0.110629,0.328956,2.28982,-0.602518
0.0197781,0.243013,3.43762,-0.219974
0.0781425,0.326018,2.7217,-0.186373
0.136465,0.377596,0.469504,-0.213651
0.157689,0.259461,3.24799,-0.931686
0.134449,0.486741,3.78912,-0.148593
0.140937,0.473162,0.732304,-0.716954
0.113719,0.286686,3.38542,-0.456063
0.0874013,0.477175,3.77181,-0.461975
0.0123547,0.290741,3.61714,-0.442082
0.0258974,0.279609,3.62024,-0.532893
0.14105,0.180812,1.74297,-0.182249
0.0268848,0.170699,2.81497,-0.462791
0.0507324,0.0571976,0.789971,-0.548914
0.110868,0.445644,0.921114,-0.786624
0.103316,0.0573804,0.579772,-0.567115
0.0325918,0.25885,1.79691,-0.353168
0.0534702,0.443182,0.316882,-0.128288
0.071439,0.272676,1.06475,-0.346687
0.0661055,0.413296,0.477119,-0.631285
0.0772673,0.197356,1.79403,-0.714399
0.0305527,0.168624,1.11921,-0.633636
0.0420202,0.477885,1.61908,-0.211532
0.0912577,0.178901,1.80954,-0.596722
0.0389046,0.416703,2.81657,-0.389754
0.131191,0.127729,3.54188,-0.715495
0.13947,0.0679971,0.527114,-0.928544
0.0853806,0.476649,1.46304,-0.754037
0.142123,0.271656,2.75103,-0.227027
0.108839,0.0377678,0.788963,-0.345799
0.0168292,0.237264,1.91728,-0.798524
0.157001,0.0513709,3.43558,-0.40747
0.0734535,0.366963,1.84284,-0.464581
0.0484866,0.168495,1.87336,-0.335779
0.0411494,0.184042,2.57672,-0.394458
0.0324726,0.132593,2.55332,-0.271153
0.15062,0.492687,0.890928,-0.935465
0.0927517,0.0447773,2.03867,-0.443127
0.14439,0.0651161,3.70039,-0.907024
0.107888,0.0393019,1.2472,-0.226546
0.041614,0.336867,1.4439,-0.49745
0.151083,0.285559,2.01713,-0.289704
0.0211108,0.0402728,3.60085,-0.231662
0.141429,0.26149,3.93793,-0.391574
0.0510983,0.124838,0.770317,-0.487358
0.0988804,0.0555867,3.17392,-0.925402
0.152546,0.21092,1.03055,-0.816393
0.0170767,0.433043,2.53602,-0.361081
0.0428262,0.224635,2.10164,-0.921284
0.0790848,0.456477,2.9636,-0.919913
0.0998447,0.0981881,3.67941,-0.35786
0.157134,0.140107,3.3756,-0.695514
0.0862695,0.0484362,2.10915,-0.236932
0.0728899,0.19923,1.76926,-0.837605
0.0380626,0.195483,3.63478,-0.231506
0.148212,0.457824,0.430535,-0.377176
0.15464,0.36051,2.38114,-0.246477
0.0264809,0.244708,3.09621,-0.855098
0.150112,0.267062,0.792879,-0.774116
0.0820063,0.244687,2.06819,-0.575565
0.0915988,0.293007,1.45653,-0.44601
0.0668789,0.282159,3.32,-0.595418
0.0969789,0.315455,3.47244,-0.570855
0.0222746,0.0396976,0.604382,-0.237454
0.0515005,0.242303,2.28291,-0.855068
0.0715642,0.0854738,1.24388,-0.685092
0.0642862,0.478625,1.30902,-0.762366
0.140519,0.485998,0.701944,-0.651827
0.0526165,0.295076,3.37196,-0.234898
0.0383107,0.363567,1.99503,-0.334235
0.143894,0.369434,3.79229,-0.601275
0.0788672,0.417007,1.08005,-0.294801
0.130475,0.40194,3.70989,-0.422471
0.0432809,0.297027,1.79622,-0.415918
0.0489933,0.255181,3.58094,-0.755794
0.0595619,0.363263,2.52659,-0.318073
0.0899484,0.392354,2.3726,-0.392038
0.0153856,0.278623,2.38078,-0.228179
0.0809968,0.2083,3.3001,-0.409679
0.112288,0.281657,2.73195,-0.523063
0.10488,0.24968,2.83465,-0.191859
0.0550537,0.414967,1.03547,-0.193749
0.15077,0.422725,1.33155,-0.68632
0.0179279,0.180583,2.67957,-0.34597
0.0355404,0.0816317,1.1065,-0.414905
0.0245851,0.311349,2.28074,-0.437298
0.147174,0.303359,0.617018,-0.176791
0.0257384,0.0406741,0.744478,-0.438103
0.0362286,0.45758,1.18116,-0.524588
0.146436,0.0404473,3.08221,-0.550059
0.0879642,0.0979634,1.53234,-0.18105
0.118166,0.0847829,1.56295,-0.164048
0.0526124,0.2635,3.97142,-0.932176
0.126975,0.0650417,1.83031,-0.733432
0.0885829,0.124364,1.12039,-0.385478
0.0699617,0.430085,1.99584,-0.301191
0.0786662,0.23593,3.59991,-0.889348
0.0594998,0.205,2.64787,-0.469578
0.105871,0.327324,0.951917,-0.787512
0.0781005,0.17933,3.51023,-0.769923
0.0570037,0.160155,3.58711,-0.570928
0.155289,0.0723609,2.47825,-0.294667
0.149002,0.308087,3.06643,-0.525401
0.0257331,0.2052,0.667309,-0.422411
0.114423,0.166214,2.47763,-0.834139
0.0852195,0.148483,2.24681,-0.605737
0.0706506,0.0626967,0.450372,-0.547598
0.154005,0.100416,1.71696,-0.792591
0.0110933,0.391256,3.25442,-0.724638
0.0500109,0.309391,0.608826,-0.223133
0.136561,0.0392127,3.25222,-0.814385
0.0306492,0.306655,0.850621,-0.538571
0.157562,0.49935,0.89573,-0.386439
0.0378729,0.425378,2.38569,-0.729248
0.110294,0.209479,3.38802,-0.587717
0.0751223,0.148612,2.97901,-0.75656
0.126245,0.136381,3.90461,-0.636417
0.0128131,0.250314,2.3238,-0.666395
0.0881429,0.0910657,3.56945,-0.611419
0.0413924,0.0904399,2.40578,-0.303788
0.0604484,0.444186,3.89976,-0.594663
0.153653,0.416657,0.307513,-0.602054
0.102131,0.0653108,1.85072,-0.731292
0.093701,0.425015,1.95271,-0.857263
0.0891806,0.0451972,2.95323,-0.133491
0.0855779,0.226142,3.98996,-0.183009
0.039651,0.400546,3.27063,-0.195682
0.13022,0.251759,3.1178,-0.509081
0.0242704,0.0885803,1.99298,-0.817803
0.0607757,0.339797,2.93491,-0.125679
0.127418,0.218505,1.05754,-0.207088
0.0332587,0.326997,2.52697,-0.794329
0.0863004,0.367868,0.772627,-0.138361
0.0650359,0.351602,2.38936,-0.188619
0.116421,0.343301,1.77913,-0.939672
0.0433546,0.455004,3.13534,-0.343042
0.0928205,0.217469,0.419096,-0.294997
0.0971715,0.277056,2.4208,-0.572299
0.118808,0.163138,1.15253,-0.330207
0.109319,0.36091,3.70411,-0.904577
0.0201464,0.167016,3.6709,-0.794792
0.134182,0.101021,2.80329,-0.943831
0.0346467,0.0775162,1.60536,-0.825867
0.077363,0.212139,0.400674,-0.618502
0.072355,0.13586,1.45877,-0.167284
0.0784983,0.134014,2.60622,-0.435918
0.123962,0.34825,1.87386,-0.937045
0.0758191,0.115242,1.77022,-0.605249
0.0818957,0.3529,3.09854,-0.504763
0.0672734,0.495834,3.82774,-0.494255
0.0407272,0.359149,3.19596,-0.709267
0.115858,0.331304,3.40818,-0.340786
0.149881,0.0543154,0.716051,-0.759722
0.057285,0.336002,0.513938,-0.388073
0.117214,0.332621,1.65722,-0.487695
0.0410632,0.388631,2.54803,-0.277604
0.0558995,0.228609,0.491996,-0.714695
0.0344538,0.297595,2.52235,-0.69237
0.0316377,0.261079,1.026,-0.23004
0.0510887,0.126313,1.2999,-0.675032
0.0894861,0.430897,2.80633,-0.203608
0.0155877,0.0320256,2.18496,-0.573983
0.0788708,0.239929,0.439354,-0.5966
0.0529552,0.261592,0.546312,-0.545808
0.0560778,0.314887,3.66309,-0.23873
0.131838,0.334833,1.09011,-0.491597
0.0304377,0.364194,1.05167,-0.229709
0.119634,0.319987,1.25396,-0.909849
0.0500228,0.280541,0.893791,-0.732126
0.117979,0.334495,3.53445,-0.606752
0.0554679,0.184507,2.34668,-0.265111
0.056195,0.169975,0.661345,-0.150061
0.1166,0.292866,3.06951,-0.72194
0.0641602,0.311798,2.8734,-0.257248
0.0990703,0.356562,1.04395,-0.496399
0.0641652,0.351514,3.84697,-0.941314
0.0756315,0.330531,3.84426,-0.101099
0.0936529,0.0877299,0.420396,-0.262892
0.0130385,0.038726,1.49279,-0.834135
0.150011,0.474244,2.37622,-0.263216
0.136453,0.138475,2.52461,-0.449258
0.145178,0.443341,2.25577,-0.460576
0.154715,0.356132,3.52798,-0.164534
0.0595682,0.255233,1.07306,-0.395389
0.115116,0.458444,2.06314,-0.523226
0.027663,0.28105,2.5947,-0.190283
0.0519163,0.15536,3.88159,-0.696898
0.11819,0.365173,3.86561,-0.693603
0.158192,0.445796,1.92259,-0.19913
0.0832551,0.361025,0.451862,-0.517202
0.111335,0.121918,3.49425,-0.874694
0.0876721,0.371226,3.12039,-0.868544
0.0253348,0.375107,1.87903,-0.276143
0.128922,0.254827,1.64842,-0.657259
0.081029,0.352085,0.686469,-0.708241
0.137219,0.0543004,3.93318,-0.915035
0.0554751,0.386559,2.53774,-0.501808
0.137263,0.473303,1.9742,-0.470889
0.0968438,0.398121,1.5062,-0.518198
0.114884,0.173974,2.93687,-0.306096
0.123725,0.387457,1.18852,-0.644247
0.0456701,0.287215,2.83036,-0.411469
0.0617505,0.0286083,0.849037,-0.150939
0.136004,0.447119,1.79775,-0.77434
0.0704883,0.37974,1.89514,-0.80532
0.130879,0.16028,1.37565,-0.301969
0.0793338,0.484347,0.355039,-0.671212
0.15924,0.283835,2.08763,-0.171158
0.117974,0.351591,3.97532,-0.779386
0.139549,0.420654,2.28381,-0.937083
0.0679082,0.258031,3.52078,-0.866437
0.0963068,0.431664,1.98715,-0.886518
0.071042,0.462149,0.693375,-0.128784
0.146375,0.135414,2.99466,-0.110199
0.0299862,0.226131,2.42309,-0.895761
0.015066,0.235382,1.36863,-0.532721
0.152272,0.115809,0.758392,-0.596128
0.0340825,0.479429,1.67364,-0.561838
0.156648,0.378233,0.644194,-0.326163
0.0485919,0.426918,1.14955,-0.656689
0.0800515,0.475287,3.09981,-0.688377
0.100375,0.429949,1.00547,-0.271355
0.0499681,0.194304,1.61124,-0.405143
0.0580972,0.373077,2.00368,-0.275444
0.0583607,0.0511677,2.14889,-0.498256
0.10445,0.0632835,2.15574,-0.239488
0.100589,0.210849,1.64239,-0.101612
0.0945246,0.461223,1.04832,-0.428421
0.0404467,0.029528,3.38123,-0.61236
0.10836,0.320418,3.67177,-0.499188
0.133811,0.171806,2.59732,-0.668378
0.064602,0.0321253,3.88769,-0.24149
0.126818,0.400959,0.526559,-0.71432
0.119741,0.320327,2.48913,-0.141217
0.0794118,0.380281,3.03322,-0.354049
0.0104826,0.232338,2.67485,-0.21101
0.086852,0.454678,3.72702,-0.586976
0.125554,0.261932,2.42926,-0.557521
0.0215615,0.223232,3.14494,-0.289875
0.134028,0.135013,3.09931,-0.133035
0.0688504,0.0530305,1.84718,-0.342602
0.0886559,0.204745,1.4126,-0.154561
0.063736,0.390016,3.71327,-0.297484
0.152793,0.400854,1.69767,-0.500692
0.0911704,0.215987,2.17768,-0.685773
0.117267,0.278731,2.06542,-0.600425
0.0164599,0.182753,3.6593,-0.147188
0.135567,0.112029,0.655132,-0.41566
0.0801884,0.252359,0.367697,-0.492584
0.149026,0.462108,3.87796,-0.680929
0.14145,0.275757,0.862966,-0.477782
0.110237,0.361563,1.65914,-0.721666
0.127695,0.199415,2.39687,-0.487847
0.0755238,0.424328,3.07519,-0.443149
0.0209981,0.26523,1.29137,-0.117508
0.0566608,0.145491,1.82371,-0.105962
0.0993312,0.494509,1.77673,-0.117045
0.0316351,0.0841098,3.19779,-0.312963
0.12435,0.180165,0.820362,-0.490985
0.014789,0.467082,2.83958,-0.738554
0.134335,0.21927,0.638201,-0.407996
0.119684,0.18526,2.2095,-0.482631
0.0867799,0.0305583,2.18016,-0.700423
0.0284854,0.221521,0.983092,-0.272601
0.116224,0.284549,2.75843,-0.196611
0.109873,0.136273,0.758845,-0.899272
0.0603593,0.298515,3.02205,-0.558952
0.017215,0.373389,3.67827,-0.320354
0.065436,0.0747549,0.89982,-0.259638
0.0140651,0.382006,1.70499,-0.445916
0.117713,0.382026,2.49028,-0.137811
0.116318,0.0391912,3.98251,-0.77738
0.0847752,0.478984,3.73154,-0.779018
0.0837116,0.424482,2.02279,-0.30384
0.0882681,0.337435,1.75656,-0.623815
0.0562748,0.259642,3.22252,-0.793516
0.03484,0.45848,1.84491,-0.436277
0.117303,0.030399,3.75561,-0.326769
0.0610047,0.458088,3.027,-0.678077
0.105676,0.239695,2.90637,-0.904222
0.059651,0.162845,0.792724,-0.25571
0.0629504,0.364883,3.55789,-0.615376
0.0803386,0.13145,3.17509,-0.519143
0.0617298,0.197922,0.900486,-0.159216
0.0406565,0.124108,3.50925,-0.901293
0.0580205,0.101781,0.917304,-0.822773
0.0466166,0.102128,3.2861,-0.374786
0.0577599,0.259866,1.46197,-0.160172
0.0624218,0.0250249,0.65884,-0.789813
0.120112,0.0319473,3.32128,-0.737833
0.148385,0.342641,3.74799,-0.390698
0.147161,0.106695,3.43494,-0.6969
0.0356288,0.161908,2.92376,-0.369941
0.0913781,0.0486657,1.8601,-0.122198
0.076821,0.0314303,0.705338,-0.882779
0.111897,0.49208,3.12841,-0.35247
0.144298,0.278629,1.7862,-0.89789
0.0435902,0.226441,3.4664,-0.617262
0.0998977,0.0938746,1.47598,-0.47615
0.0988578,0.311277,0.906738,-0.795866
0.0955563,0.482027,1.27614,-0.634273
0.142191,0.0298225,3.70011,-0.367728
0.0994319,0.492874,0.568291,-0.146295
0.15944,0.028179,3.83732,-0.924799
0.0391167,0.0778854,1.7965,-0.522288
0.11407,0.37467,1.84552,-0.437645
0.104987,0.47035,1.54387,-0.138094
0.0663303,0.315774,3.59384,-0.917256
0.0945008,0.100125,3.67241,-0.745672
0.146594,0.403287,3.06507,-0.350138
0.111944,0.385575,2.08343,-0.402923
0.15763,0.348852,1.28553,-0.570025
0.110839,0.468438,2.61976,-0.270032
0.138026,0.141285,3.07128,-0.548813
0.0504434,0.427266,2.33713,-0.149232
0.140818,0.285138,1.31336,-0.736174
0.0507282,0.0613549,2.72812,-0.151085
0.154712,0.238339,0.547708,-0.318535
0.0618664,0.190399,2.74839,-0.478321
0.126732,0.402148,0.702646,-0.446502
0.05585,0.234389,2.11122,-0.859445
0.120877,0.475124,2.87456,-0.698017
0.100083,0.235879,1.81196,-0.856333
0.070122,0.155243,2.52833,-0.25919
0.154855,0.30693,0.413956,-0.719175
0.0346914,0.36822,0.973009,-0.629593
0.0515992,0.129456,1.68063,-0.640353
0.0160867,0.0991138,1.98128,-0.398148
0.0877214,0.0633825,1.25493,-0.476957
0.142465,0.221608,3.10445,-0.762827
0.153214,0.0589089,3.92317,-0.669784
0.0700078,0.356024,3.22077,-0.790243
0.0294047,0.172551,1.15847,-0.618986
0.108371,0.441047,0.970492,-0.863049
0.043451,0.190608,1.83058,-0.19295
0.0793646,0.424538,0.72848,-0.188973
0.0171908,0.144905,2.58517,-0.599764
0.0162291,0.118297,2.65141,-0.201641
0.0766893,0.409671,2.55356,-0.21754
0.13442,0.176821,2.39855,-0.475869
0.0305538,0.168245,1.70491,-0.473728
0.146921,0.294506,1.41315,-0.23043
0.0426492,0.309405,0.96062,-0.285586
0.0777631,0.1044,3.38897,-0.632377
0.0458847,0.286384,2.81525,-0.206611
0.0328899,0.269207,3.10998,-0.632936
0.0739532,0.304663,3.90914,-0.101481
0.0230546,0.207786,3.05464,-0.503512
0.130272,0.093082,0.320937,-0.10868
0.0182299,0.244762,2.25524,-0.450098
0.0456048,0.229241,1.71502,-0.815673
0.075297,0.113774,0.987517,-0.105913
0.0989133,0.315618,2.48928,-0.173628
0.0867597,0.403481,0.446051,-0.275392
0.0993836,0.472192,1.33732,-0.401764
0.05773,0.138072,1.2356,-0.23142
0.0227538,0.217521,2.70779,-0.819173
0.0834799,0.303565,1.53153,-0.811609
0.061799,0.435892,0.450851,-0.802396
0.13689,0.328201,2.68884,-0.589264
0.0497377,0.450661,3.50174,-0.496508
0.112673,0.495884,2.61924,-0.761543
